grand_prix,session_type,driver_name,timestamp,message_text
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:22:39.319000Z,"Purple, C9, position 1."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:22:41.239000Z,"Position 1. Purple 3-9, position 1."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:23:06.263000Z,Box to overtake. I'll try and let you know what he does.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:23:12.983000Z,Flipping dogs.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:23:17.761000Z,I have Acura on the mark.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:23:28.620000Z,Launch map. Launch map.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:24:01.111000Z,Verstappen is doing 21.9.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:25:01.975000Z,In this stint we need more care in exits. Turn three.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:25:06.817000Z,All clear to the exit. There is.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:25:58.657000Z,Closer to the clear pit exit.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:27:47.415000Z,Turn four approach is working well.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:27:49.399000Z,Approach flight is well. Currently aim at...
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:27:51.617000Z,"Target lap, Lima. Target lap."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:29:09.207000Z,That's another good lap.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:29:10.060000Z,Another good lap. Let's watch the wheels spin on the...
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:29:12.791000Z,Have an exit curb and I'll be good back.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:29:32.396000Z,Verstappen doing 22.5. He's on medium.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:31:56.823000Z,You set up the exit better.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:32:00.193000Z,Lap time loss around throttle pickup.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:32:16.407000Z,Pace is good. Russell 22.5.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:32:18.263000Z,Russell 22.5. Your pace is good.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:34:43.223000Z,Matching Russell and Hamilton.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:34:44.183000Z,"Hamilton, Antonelli and Lando doing 203.0."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:34:46.657000Z,Two differences in the high speed.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:35:04.001000Z,Let's make sure we're not...
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:35:05.879000Z,Managing too much.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:36:06.636000Z,That's not very good. Put that tight.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:36:43.607000Z,"Right, Poggle, purple C6."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:36:51.735000Z,"That's purple, C6."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:36:52.439000Z,"That's purple, C6-1."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:37:25.761000Z,White 8-1 position 4. White 8-1 position 4.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:37:27.489000Z,One position four. Rears have now peaked.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:37:30.348000Z,Cooling down. Could be able to use them in high speed a bit more as they go over the peak.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:38:47.767000Z,Opportunity turn 12.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:38:52.033000Z,Threw out and gained two tenths of a second.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:38:56.727000Z,"Close to middle of track, turn 12."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:40:11.713000Z,"Good job, turn 12. Let's go strat 7."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:40:16.833000Z,Should give a bit more deployment available.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:41:34.146000Z,"Hamilton spotted, he'll be behind."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:41:35.064000Z,"That's it, he'll be behind us."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:41:55.480000Z,Hamilton.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:41:56.120000Z,Hamilton three seconds behind.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:42:32.194000Z,Paras ahead will get blue flags.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:43:53.986000Z,Russell is still behind.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:43:55.138000Z,That's on a hill behind your pit window.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:44:25.282000Z,"At 13.40, faster approach."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:44:27.032000Z,Approach speed 14.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:44:43.117000Z,"Verstappen's just pitted. I think this is plan A, Oscar."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:45:19.810000Z,OK. That was pretty terrible.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:45:23.714000Z,You think that's a bit of a...
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:45:25.293000Z,Get out of this. That's sarcastic.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:45:44.216000Z,Opportunity turn 1. Minimum speed used. Top right. Stability.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:45:47.714000Z,"Susceptibility. Russell has that 23.6, Oscar."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:46:04.056000Z,B-Bal offset plus one hundred.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:47:07.373000Z,"For lap times ahead, land on..."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:47:08.248000Z,"Times ahead. Lando, 22."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:47:09.762000Z,22.9.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:47:11.896000Z,22.8.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:48:07.128000Z,"Okay, cut me out of flight. That's soft."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:48:32.728000Z,"Opportunity, turn one minimum, one tenth."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:48:35.202000Z,1.10. Other car using apex.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:48:38.168000Z,"To cut the corner, apex turn."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:48:38.978000Z,Apex turn one.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:49:12.322000Z,I actually have a car at turn one. Good.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:49:58.594000Z,This is 10 seconds behind 1.0.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:50:16.984000Z,You do a good job. He will catch us on lap 30.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:50:19.480000Z,Good pace today.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:51:19.192000Z,"Still opportunity, even more."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:51:20.642000Z,Even more turn one apex.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:51:23.736000Z,Apex turbo. Pace is good.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:51:25.336000Z,"Lando, 31.1."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:51:28.578000Z,"One last lap, 23.1."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:52:41.837000Z,White H9 position.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:52:42.946000Z,H-9 position 4 white. H-9 position 4 white.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:52:58.328000Z,Seconds behind when he gets there. We must hold it off.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:54:07.000000Z,"Provider for launch maps, provider for launch maps."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:55:52.920000Z,"That's A and C, yes."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:56:11.352000Z,This is plan A.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:56:55.000000Z,That Lando time is chasing.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:56:56.002000Z,Lando time is chasing.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:57:13.688000Z,We're not trying to match that Lando time.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:57:15.010000Z,No time. Just giving you an idea of what pace is in the tyres. We want best pace.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:57:17.464000Z,That is real best pace to the end.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:57:18.893000Z,"Verstappen, 21.9. We want to start catching up through head to head."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:59:14.370000Z,"There are yellow, BSC, BSC, Delta positive."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:59:17.634000Z,Alonso is stopped in turn 90.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:59:19.106000Z,Stopped in turn 9. Yellows in turn 9.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:59:28.408000Z,"Double yellows, turn nine."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T13:59:41.784000Z,And let's toggle recharge. Toggle recharge.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:00:37.890000Z,Alonso's car is being moved now.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:01:04.706000Z,Let's go recharge on.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:01:12.130000Z,Still double yellows at turn 90.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:01:32.610000Z,"VSC ending, VSC ending."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:01:34.744000Z,Ending. Switches are good.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:03:16.952000Z,Pace before the safety car.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:03:18.594000Z,Car possibly overpassed.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:03:20.258000Z,Don't overmanage.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:03:21.474000Z,Verstappen on medium may struggle by the end.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:10:02.584000Z,Entry 5 kph more tailwind.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:11:23.117000Z,"One for entry stability, bow plus one."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:11:24.034000Z,"Stability, B-Bal plus one for increased stability."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:11:24.866000Z,1.0 DRS enabled.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:11:26.168000Z,I need to cut out snaps.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:12:47.618000Z,Russell and Antonelli-Lando group are doing 21.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:12:49.048000Z,So group are doing 21.3.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:12:49.666000Z,"21.3, up ahead."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:13:05.602000Z,Verstappen was 21-1.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:15:29.602000Z,The car looks OK after the turn.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:15:34.680000Z,"Green shape, green."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:16:53.058000Z,Opportunities.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:16:55.554000Z,"Entry, turn 5, minimum speed."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:16:58.733000Z,"Lando's group, 21.6."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:18:13.464000Z,Position 6. White 8.5.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:18:14.914000Z,"5.26, that should be the surge."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:18:18.285000Z,"Pressure, release and carry minimum."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:18:52.312000Z,Colapinto has a blue flag now.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:19:35.512000Z,Leclerc's picked up some tag.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:19:36.664000Z,I've just picked up some tech. He's doing 20.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:19:37.730000Z,He's doing 22.0.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:22:21.548000Z,Ten laps to go.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:22:41.175000Z,Cleared 22.8.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:22:42.391000Z,"22.8, last lap."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:26:29.569000Z,I just want to be able to pass this corner.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:26:33.047000Z,Go work on the brakes.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:26:47.511000Z,"Understood, Oscar."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:26:48.727000Z,"Good luck, Oscar. Feel your pain."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:26:50.412000Z,There is six laps to go.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:26:51.735000Z,"It's to go. Just do best pace to the end, please."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:27:55.201000Z,Half a second faster than Leclerc. Well done.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:29:47.351000Z,Yellows turn 5.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:30:02.369000Z,Antonelli is stopped in time.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:30:06.039000Z,Virtual safety car. Virtual safety car.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:30:15.319000Z,So Antonelli stopped Franti.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:31:20.769000Z,"Antonio Antonelli, stay to the right."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:31:22.903000Z,He's between five and...
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:31:29.537000Z,Oscar Leclerc.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:31:30.817000Z,Leclerc in his book of time.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:31:37.217000Z,Filter for the yellows here.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:31:54.604000Z,B-Bal offset on set of tyres.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:32:11.713000Z,Better to stay out. Don't take the slow pitstop risk.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:32:13.463000Z,Pit stop risk. This tyre will do you for...
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:32:16.215000Z,Three laps to the end and they're off.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:32:22.871000Z,That's it.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:32:26.391000Z,There's three laps to go at the end of this one. Stay out.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:32:45.121000Z,"Oscar, the biggest risk for the freestyle."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:32:47.148000Z,Risk for the restart will be the front locking turn 5.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:32:49.303000Z,Locking turn 5 and 10.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:33:04.108000Z,"Hadjar, he is in turn 90."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:33:08.631000Z,So we just need to get to the end safely when it restarts.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:33:18.999000Z,"When it restarts, cancel top right, toggle turn 10-12. That's a hell of a run there. Still double."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:33:24.375000Z,"Front left, still double yellows, still double yellows."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:33:46.839000Z,BSC ending. Recharge off. Recharge off.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:33:51.489000Z,Two and a half laps to go.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:33:54.519000Z,One and a half laps. Two and a half laps to go.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:34:57.772000Z,Consider brake balance to protect the front left.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:35:44.599000Z,This is the last lap. Last lap.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:06.839000Z,"OK, that's the checkered flag."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:08.887000Z,It's like P5.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:10.039000Z,Live. Live in the end.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:16.055000Z,"Strat 13, please."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:17.207000Z,13. Strat 13.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:23.799000Z,Pick up rubber where you can.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:41.932000Z,"So, finishing order, Hamilton."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:43.916000Z,"Hamilton, Russell, Lando."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:47.073000Z,"Russell, Hadjar, Gasly."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:49.207000Z,"Pinto, Lawson, Verstappen."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:56.503000Z,"Hold on, Oscar. Not off."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:57.825000Z,"Not our fastest afternoon, but fifth as a team."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:37:58.977000Z,"This afternoon, but fifth is a decent result."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:38:04.439000Z,"Yeah, let's see if I don't have to go again."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:38:06.615000Z,"I have no grip, 0-1."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:38:09.047000Z,I'm sad.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:38:11.884000Z,"Quite the experience, surprise."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:38:14.017000Z,Yes. Oh wow.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:38:16.087000Z,"Yeah, I should reinstall these. So, thank you. Thanks a lot. Take care."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:39:04.791000Z,Take it back into pitlane. Box this lap.
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:39:08.823000Z,"OK, box."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:39:21.559000Z,"And when you get there, we need to switch."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:39:22.881000Z,"There, we need to switch fully off."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:39:24.055000Z,So that's err...
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:39:25.527000Z,"Fill the engine, wait five seconds, then pull it off."
2026 Barcelona-Catalunya Grand Prix,Race,Oscar Piastri,2026-06-14T14:39:28.855000Z,Be careful on the halo when you're climbing.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:02:22.701000Z,"Two burnouts, please. Two burnouts."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:03:15.714000Z,Start revs when the blue lights come on.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:03:17.656000Z,Last cars warming up now.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:04:26.072000Z,Press and hold exit 9.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:05:11.170000Z,"Great, good job oversteer enabled."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:05:14.477000Z,"Then Hadjar, then Bearman, Sainz."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:05:15.202000Z,"Then Bearman, Sainz on the..."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:06:37.528000Z,"Is it nine? Can you just space the button presses slightly further apart, please? One more lap and we'll do that."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:06:40.386000Z,"Please, one more lap and we'll do the HPP check."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:07:32.888000Z,Both two cars in front have been noted for getting
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:07:33.826000Z,Be noted for gaining advantage.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:08:00.600000Z,"12, position 2 if you like. HPP 12, position 2."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:08:03.288000Z,Position two. I've jarred the car behind me.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:08:56.344000Z,Late time loss at 12.8s.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:09:17.506000Z,B-Bal offset plus one hundred.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:09:23.117000Z,"HPP 8, position 4, please."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:09:25.976000Z,That's HPP 8 position.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:09:26.637000Z,"P8, position 4, one click down."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:10:05.890000Z,"Oh, it's looking good."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:10:21.421000Z,"14.4 of a lift, please."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:10:49.069000Z,"Gaps at Hadjar, point four, point four."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:11:45.944000Z,Sainz 1.6 behind.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:11:47.800000Z,Gap behind 1.0 DRS enabled.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:12:08.472000Z,B-Bal offset plus one hundred.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:12:14.104000Z,"Okay, my tyres are now stabilised."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:13:10.530000Z,Gap behind 1.8. Going faster.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:14:35.992000Z,"So, with that boost pressure..."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:14:36.824000Z,"So with that boost press, leave about half a second gap between."
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:14:38.402000Z,About half a second gap between the two presses.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:16:03.138000Z,Confirmed status.
2026 Barcelona-Catalunya Grand Prix,Race,Pierre Gasly,2026-06-14T13:16:04.077000Z,"Fuck, I'm losing Parc fermé."
